age_band,month,healthcare_cost
45-64,2050-11-01,4168.005149011494
45-64,2079-06-01,11142.258889860872
45-64,2051-07-01,4264.699939453407
45-64,2050-10-01,4156.073482972839
45-64,2051-08-01,4276.94346104683
45-64,2051-09-01,4289.2221325507135
45-64,2078-04-01,10703.919566151033
45-64,2052-05-01,4388.729071826969
45-64,2078-05-01,10734.649435122597
45-64,2052-04-01,4376.165543772884
45-64,2052-03-01,4363.63798108248
45-64,2078-06-01,10765.467526435626
45-64,2052-02-01,4351.146280798421
45-64,2078-07-01,10796.374093367533
45-64,2052-01-01,4338.690340258104
45-64,2078-08-01,10827.369389922853
45-64,2051-12-01,4326.270057092816
45-64,2051-11-01,4313.885329226895
45-64,2078-09-01,10858.45367083535
45-64,2051-10-01,4301.536054876888
45-64,2078-10-01,10889.627191570105
45-64,2078-11-01,10920.890208325607
45-64,2079-07-01,11174.247186635394
45-64,2050-09-01,4144.17597347895
45-64,2079-08-01,11206.327318570153
45-64,2080-05-01,11499.224841139203
45-64,2049-08-01,3992.572485749334
45-64,2049-07-01,3981.1430273317073
45-64,2080-06-01,11532.237951006
45-64,2049-06-01,3969.7462877990056
45-64,2080-07-01,11565.345838167632
45-64,2049-05-01,3958.3821734875246
45-64,2080-08-01,11598.548774720108
45-64,2049-04-01,3947.0505910016873
45-64,2049-03-01,3935.751447213279
45-64,2080-09-01,11631.847033540596
45-64,2049-02-01,3924.4846492606803
45-64,2080-10-01,11665.240888289683
45-64,2049-01-01,3913.2501045481067
45-64,2080-11-01,11698.730613413596
45-64,2049-09-01,4004.0347569844926
45-64,2080-04-01,11466.30623725014
45-64,2049-10-01,4015.529935239458
45-64,2080-03-01,11433.481868798419
45-64,2050-08-01,4132.312522750561
45-64,2050-07-01,4120.483033288316
45-64,2079-09-01,11238.499549314587
45-64,2050-06-01,4108.687407871971
45-64,2079-10-01,11270.764143275059
45-64,2050-05-01,4096.925549559587
45-64,2079-11-01,11303.121365617002
45-64,2048-11-01,3890.877405784494
45-64,2050-04-01,4085.1973616867463
45-64,2079-12-01,11335.571482267118
45-64,2050-02-01,4061.8416119848034
45-64,2080-01-01,11368.114759915561
45-64,2050-01-01,4050.2138582072903
45-64,2080-02-01,11400.751466018119
45-64,2049-12-01,4038.619390970914
45-64,2049-11-01,4027.0581149869504
45-64,2050-03-01,4073.5027478657435
45-64,2052-06-01,4401.328668497651
45-64,2083-09-01,12896.436725352181
45-64,2083-10-01,12933.461089027649
45-64,2040-06-01,2912.725803092876
45-64,2087-04-01,14588.343646184367
45-64,2040-05-01,2904.387600451039
45-64,2087-05-01,14630.225303271645
45-64,2040-04-01,2896.073267417259
45-64,2040-03-01,2887.78273566048
45-64,2087-06-01,14672.227198354609
45-64,2040-02-01,2879.5159370452557
45-64,2087-07-01,14714.349676624368
45-64,2040-01-01,2871.2728036311914
45-64,2087-08-01,14756.593084263035
45-64,2039-12-01,2863.053267672383
45-64,2039-11-01,2854.8572616168603
45-64,2087-09-01,14798.95776844658
45-64,2039-10-01,2846.684718106035
45-64,2087-03-01,14546.581882889834
45-64,2087-10-01,14841.444077347684
45-64,2040-07-01,2921.0879438699967
45-64,2087-02-01,14504.939670170459
45-64,2041-05-01,3006.0411664668254
45-64,2086-08-01,14257.577859191342
45-64,2041-04-01,2997.435831776863
45-64,2041-03-01,2988.855131408596
45-64,2086-09-01,14298.509921204426
45-64,2041-02-01,2980.2989948418394
45-64,2086-10-01,14339.559495021918
45-64,2041-01-01,2971.767351758283
45-64,2086-11-01,14380.726918008299
45-64,2040-12-01,2963.260132040916
45-64,2040-11-01,2954.77726577345
45-64,2086-12-01,14422.012528496598
45-64,2040-10-01,2946.3186832397455
45-64,2087-01-01,14463.416665791166
45-64,2040-09-01,2937.884314923237
45-64,2040-08-01,2929.474091506363
45-64,2039-09-01,2838.5355699741426
45-64,2087-11-01,14884.05236013859
45-64,2039-08-01,2830.4097502476943
45-64,2038-08-01,2734.6954108673376
45-64,2038-07-01,2726.866852313937
45-64,2088-09-01,15316.921290342214
45-64,2038-06-01,2719.0607044205244
45-64,2088-10-01,15360.89462005485
45-64,2038-05-01,2711.276903032546
45-64,2088-11-01,15404.994192743434
45-64,2038-04-01,2703.5153841791025
45-64,2038-03-01,2695.776084072422
45-64,2088-12-01,15449.220370838768
45-64,2038-02-01,2688.0589391073363
45-64,2089-01-01,15493.57351781214
45-64,2038-01-01,2680.363885860759
45-64,2089-02-01,15538.053998178344
45-64,2037-12-01,2672.6908610911646
45-64,2088-08-01,15273.073842212238
45-64,2038-09-01,2742.5464444194617
45-64,2088-07-01,15229.35191530622
45-64,2038-10-01,2750.4200174937537
45-64,2039-07-01,2822.307192144925
45-64,2087-12-01,14926.782966993978
45-64,2039-06-01,2814.227829075243
45-64,2088-01-01,14969.636249093857
45-64,2039-05-01,2806.1715946386853
45-64,2088-02-01,15012.61255862642
45-64,2039-04-01,2798.1384226253713
45-64,2086-07-01,14216.762972583932
45-64,2039-03-01,2790.1282470149563
45-64,2039-02-01,2782.1410019760924
45-64,2088-04-01,15098.935673800815
45-64,2039-01-01,2774.176621865886
45-64,2088-05-01,15142.28318888615
45-64,2038-12-01,2766.2350412293554
45-64,2038-11-01,2758.3161947988992
45-64,2088-06-01,15185.755150297024
45-64,2088-03-01,15055.71224879098
45-64,2045-02-01,3419.9616453205776
45-64,2041-06-01,3014.6712062011266
45-64,2041-07-01,3023.3260219054464
45-64,2044-02-01,3304.3107684256793
45-64,2084-07-01,13271.500359479975
45-64,2044-01-01,3294.8515832358203
45-64,2084-08-01,13309.60149286223
45-64,2043-12-01,3285.419476668623
45-64,2043-11-01,3276.014371206649
45-64,2084-09-01,13347.812010739506
45-64,2043-10-01,3266.6361895543682
45-64,2084-10-01,13386.132227143615
45-64,2043-09-01,3257.2848546375217
45-64,2084-11-01,13424.562457007914
45-64,2043-08-01,3247.96028960249
45-64,2043-07-01,3238.6624178156612
45-64,2084-12-01,13463.1030161699
45-64,2043-06-01,3229.3911628628016
45-64,2084-06-01,13233.508297459904
45-64,2085-01-01,13501.75422137382
45-64,2044-03-01,3313.7971099781835
45-64,2084-05-01,13195.624994565593
45-64,2045-01-01,3410.171388649074
45-64,2083-11-01,12970.591745901367
45-64,2044-12-01,3400.4091583520244
45-64,2044-11-01,3390.6748741988818
45-64,2083-12-01,13007.829001130338
45-64,2044-10-01,3380.9684561887707
45-64,2084-01-01,13045.173160747652
45-64,2044-09-01,3371.2898245498345
45-64,2084-02-01,13082.624531664975
45-64,2044-08-01,3361.638899738577
45-64,2044-07-01,3352.015602439209
45-64,2084-03-01,13120.18342167509
45-64,2044-06-01,3342.419853562999
45-64,2084-04-01,13157.85013945443
45-64,2044-05-01,3332.8515742476193
45-64,2044-04-01,3323.3106858565
45-64,2043-05-01,3220.1464485484244
45-64,2085-02-01,13540.516390273251
45-64,2043-04-01,3210.9281988951693
45-64,2042-04-01,3102.3460858890526
45-64,2042-03-01,3093.465061007897
45-64,2085-12-01,13934.311621735844
45-64,2042-02-01,3084.6094596613034
45-64,2086-01-01,13974.3156191219
45-64,2042-01-01,3075.7792090698226
45-64,2086-02-01,14014.434463932812
45-64,2041-12-01,3066.9742366623477
45-64,2041-11-01,3058.1944700755203
45-64,2086-03-01,14054.668485883898
45-64,2041-10-01,3049.4398371531365
45-64,2086-04-01,14095.01801563707
45-64,2041-09-01,3040.7102659455504
45-64,2086-05-01,14135.483384803527
45-64,2041-08-01,3032.005684709086
45-64,2085-11-01,13894.42214300319
45-64,2042-05-01,3111.2526072931637
45-64,2085-10-01,13854.64685509364
45-64,2042-06-01,3120.184698418166
45-64,2043-03-01,3201.736338143173
45-64,2085-03-01,13579.38984143372
45-64,2043-02-01,3192.570790749449
45-64,2085-04-01,13618.374894335335
45-64,2043-01-01,3183.431481387266
45-64,2085-05-01,13657.471869375388
45-64,2042-12-01,3174.3183349455294
45-64,2086-06-01,14176.064925946483
45-64,2042-11-01,3165.2312765281636
45-64,2042-10-01,3156.170231453496
45-64,2085-07-01,13736.00287206177
45-64,2042-09-01,3147.135125253644
45-64,2085-08-01,13775.437545112405
45-64,2042-08-01,3138.1258836739034
45-64,2042-07-01,3129.1424326721367
45-64,2085-09-01,13814.985431115389
45-64,2085-06-01,13696.681087871
45-64,2078-03-01,10673.277666968585
45-64,2052-07-01,4413.964437334276
45-64,2052-08-01,4426.636482183469
45-64,2062-07-01,6226.332764729434
45-64,2070-09-01,8246.035200271132
45-64,2062-06-01,6208.508764868995
45-64,2070-10-01,8269.708732165052
45-64,2062-05-01,6190.735789421006
45-64,2070-11-01,8293.450228371361
45-64,2062-04-01,6173.013692318885
45-64,2062-03-01,6155.342327914197
45-64,2070-12-01,8317.259884008718
45-64,2062-02-01,6137.721550975453
45-64,2071-01-01,8341.137894755946
45-64,2062-01-01,6120.1512166869115
45-64,2071-02-01,8365.084456853643
45-64,2061-12-01,6102.631180647393
45-64,2061-11-01,6085.161298869096
45-64,2062-08-01,6244.207935488241
45-64,2071-03-01,8389.099767105792
45-64,2070-08-01,8222.42943812951
45-64,2070-07-01,8198.891251737048
45-64,2063-06-01,6425.806571639409
45-64,2070-01-01,8059.070429715891
45-64,2063-05-01,6407.4115420507405
45-64,2070-02-01,8082.20720468951
45-64,2063-04-01,6389.069171550045
45-64,2063-03-01,6370.779309391193
45-64,2070-03-01,8105.410403000765
45-64,2063-02-01,6352.541805259594
45-64,2070-04-01,8128.6802153443305
45-64,2063-01-01,6334.356509270953
45-64,2070-05-01,8152.0168329623475
45-64,2062-12-01,6316.223271970051
45-64,2062-11-01,6298.141944329514
45-64,2070-06-01,8175.420447645988
45-64,2062-10-01,6280.112377748578
45-64,2062-09-01,6262.134424051881
45-64,2061-10-01,6067.741427776404
45-64,2071-04-01,8413.184022881382
45-64,2061-09-01,6050.371424204716
45-64,2060-09-01,5845.769491985234
45-64,2072-02-01,8657.86241284352
45-64,2060-08-01,5829.03492309108
45-64,2060-07-01,5812.348259916857
45-64,2072-03-01,8682.718258954492
45-64,2060-06-01,5795.709365323808
45-64,2072-04-01,8707.64546368223
45-64,2060-05-01,5779.11810256576
45-64,2072-05-01,8732.644231890088
45-64,2060-04-01,5762.574335287997
45-64,2060-03-01,5746.077927526148
45-64,2072-06-01,8757.714769029571
45-64,2060-02-01,5729.628743705061
45-64,2072-07-01,8782.857281142018
45-64,2060-01-01,5713.226648637693
45-64,2072-01-01,8633.077721072403
45-64,2060-10-01,5862.5521041317925
45-64,2071-12-01,8608.363979949021
45-64,2060-11-01,5879.382897458065
45-64,2071-05-01,8437.337422116028
45-64,2061-08-01,6033.051145399267
45-64,2061-07-01,6015.780449013946
45-64,2071-06-01,8461.560163313598
45-64,2061-06-01,5998.559193110141
45-64,2071-07-01,8485.852445547845
45-64,2061-05-01,5981.387236155561
45-64,2069-12-01,8035.999887931128
45-64,2071-08-01,8510.21446846404
45-64,2061-03-01,5947.190654989563
45-64,2071-09-01,8534.646432280622
45-64,2061-02-01,5930.165749734739
45-64,2071-10-01,8559.148537790828
45-64,2061-01-01,5913.1895813400115
45-64,2071-11-01,8583.720986364358
45-64,2060-12-01,5896.262010287337
45-64,2061-04-01,5964.264437023077
45-64,2072-08-01,8808.071974860282
45-64,2063-07-01,6444.254411494963
45-64,2069-11-01,8012.995389730785
45-64,2066-03-01,7063.39689800217
45-64,2067-12-01,7501.691883526924
45-64,2066-02-01,7043.176651176079
45-64,2068-01-01,7523.2284811462505
45-64,2066-01-01,7023.014288451307
45-64,2068-02-01,7544.826908156094
45-64,2065-12-01,7002.909644124182
45-64,2065-11-01,6982.862552965386
45-64,2068-03-01,7566.4873420623735
45-64,2065-10-01,6962.8728502185995
45-64,2068-04-01,7588.209960880609
45-64,2065-09-01,6942.94037159915
45-64,2068-05-01,7609.994943137388
45-64,2065-08-01,6923.064953292657
45-64,2065-07-01,6903.246431953692
45-64,2066-04-01,7083.675195108975
45-64,2068-06-01,7631.842467871819
45-64,2067-11-01,7480.216938300344
45-64,2067-10-01,7458.803468975418
45-64,2067-02-01,7289.687833967241
45-64,2067-04-01,7331.603826937788
45-64,2067-01-01,7268.819788547102
45-64,2067-05-01,7352.652118973322
45-64,2066-12-01,7248.011481668526
45-64,2066-11-01,7227.262742319174
45-64,2067-06-01,7373.760838523496
45-64,2066-10-01,7206.573399976249
45-64,2067-07-01,7394.930159069591
45-64,2066-09-01,7185.943284605119
45-64,2067-08-01,7416.160254590926
45-64,2066-08-01,7165.372226657901
45-64,2066-07-01,7144.86005707207
45-64,2067-09-01,7437.451299566297
45-64,2066-06-01,7124.40660726908
45-64,2066-05-01,7104.011709152968
45-64,2065-06-01,6883.484644704426
45-64,2068-07-01,7653.752714637027
45-64,2065-05-01,6863.779429133304
45-64,2064-05-01,6631.670946022516
45-64,2069-05-01,7876.344766147195
45-64,2064-04-01,6612.686592554296
45-64,2064-03-01,6593.756585219884
45-64,2069-06-01,7898.956954247331
45-64,2064-02-01,6574.880768443679
45-64,2069-07-01,7921.634059649323
45-64,2064-01-01,6556.058987095435
45-64,2069-08-01,7944.376268724164
45-64,2063-12-01,6537.291086489003
45-64,2063-11-01,6518.576912381047
45-64,2069-09-01,7967.183768377906
45-64,2063-10-01,6499.916310969777
45-64,2069-10-01,7990.05674605319
45-64,2063-09-01,6481.309128893697
45-64,2069-04-01,7853.79730951143
45-64,2064-06-01,6650.709801646789
45-64,2069-03-01,7831.314399034555
45-64,2064-07-01,6669.803315897287
45-64,2068-08-01,7675.725863501609
45-64,2065-04-01,6844.130623293696
45-64,2065-03-01,6824.53806570258
45-64,2068-09-01,7697.762095051118
45-64,2065-02-01,6805.001595339208
45-64,2068-10-01,7719.861590389556
45-64,2065-01-01,6785.5210516437755
45-64,2063-08-01,6462.755213230329
45-64,2068-11-01,7742.024531140855
45-64,2064-11-01,6746.727104314383
45-64,2068-12-01,7764.2510994503655
45-64,2064-10-01,6727.41338185372
45-64,2069-01-01,7786.541477986369
45-64,2064-09-01,6708.154948404976
45-64,2069-02-01,7808.895849941557
45-64,2064-08-01,6688.951645693391
45-64,2064-12-01,6766.096274516118
45-64,2059-12-01,5696.871507523998
45-64,2059-11-01,5680.563185949821
45-64,2072-09-01,8833.359057410442
45-64,2076-03-01,9963.618910096933
45-64,2055-02-01,4824.193658260977
45-64,2076-04-01,9992.2234508633
45-64,2055-01-01,4810.383534333991
45-64,2076-05-01,10020.910112369109
45-64,2054-12-01,4796.612944376076
45-64,2054-11-01,4782.881775214118
45-64,2076-06-01,10049.67913037469
45-64,2054-10-01,4769.1899139989855
45-64,2076-07-01,10078.530741317214
45-64,2054-09-01,4755.537248204594
45-64,2076-08-01,10107.465182312637
45-64,2054-08-01,4741.923665626985
45-64,2054-07-01,4728.34905438341
45-64,2076-09-01,10136.48269115765
45-64,2055-03-01,4838.043429655057
45-64,2054-06-01,4714.813302911395
45-64,2055-04-01,4851.93296234009
45-64,2055-05-01,4865.862370466718
45-64,2075-07-01,9737.710861176054
45-64,2056-01-01,4978.74695803568
45-64,2075-08-01,9765.666842814144
45-64,2055-12-01,4964.494397429237
45-64,2055-11-01,4950.282637346611
45-64,2075-09-01,9793.703083244105
45-64,2055-10-01,4936.111560988949
45-64,2075-10-01,9821.819812880809
45-64,2055-09-01,4921.981051891754
45-64,2075-11-01,9850.017262800611
45-64,2055-08-01,4907.89099392393
45-64,2055-07-01,4893.8412712868285
45-64,2075-12-01,9878.295664743266
45-64,2055-06-01,4879.831768513294
45-64,2076-01-01,9906.655251113838
45-64,2076-02-01,9935.096254984595
45-64,2076-10-01,10165.583506331637
45-64,2054-05-01,4701.316299967843
45-64,2076-11-01,10194.76786699863
45-64,2077-08-01,10461.22646369358
45-64,2053-04-01,4529.331337804934
45-64,2053-03-01,4516.365310420367
45-64,2077-09-01,10491.259585348165
45-64,2053-02-01,4503.436400626365
45-64,2077-10-01,10521.378929053244
45-64,2053-01-01,4490.544502167138
45-64,2077-11-01,10551.584742343583
45-64,2052-12-01,4477.689509091065
45-64,2052-11-01,4464.871315749836
45-64,2077-12-01,10581.877273464603
45-64,2052-10-01,4452.089816797578
45-64,2078-01-01,10612.25677137442
45-64,2052-09-01,4439.344907189987
45-64,2078-02-01,10642.723485745872
45-64,2053-05-01,4542.334589340912
45-64,2077-07-01,10431.279317263316
45-64,2053-06-01,4555.375171895069
45-64,2077-06-01,10401.417899937804
45-64,2054-04-01,4687.857934628107
45-64,2054-03-01,4674.438096285079
45-64,2076-12-01,10224.03601300928
45-64,2054-02-01,4661.056674648287
45-64,2077-01-01,10253.388184902822
45-64,2054-01-01,4647.713559742987
45-64,2077-02-01,10282.824623909057
45-64,2056-02-01,4993.040436300112
45-64,2053-12-01,4634.408641909252
45-64,2077-03-01,10312.345571950324
45-64,2053-10-01,4607.9129603854935
45-64,2077-04-01,10341.951271643511
45-64,2053-09-01,4594.721978941637
45-64,2077-05-01,10371.641966302028
45-64,2053-08-01,4581.56875905989
45-64,2053-07-01,4568.453192640975
45-64,2053-11-01,4621.14181180108
45-64,2075-06-01,9709.834908574581
45-64,2056-03-01,5007.374949692982
45-64,2056-04-01,5021.750616021993
45-64,2073-06-01,9064.234785945606
45-64,2058-10-01,5472.755120662599
45-64,2073-07-01,9090.257285981988
45-64,2058-09-01,5457.088372643689
45-64,2073-08-01,9116.354493980392
45-64,2058-08-01,5441.466473514977
45-64,2058-07-01,5425.8892948884295
45-64,2073-09-01,9142.526624419806
45-64,2058-06-01,5410.3567087435495
45-64,2073-10-01,9168.773892394978
45-64,2058-05-01,5394.868587426321
45-64,2073-11-01,9195.096513618158
45-64,2058-04-01,5379.424803648159
45-64,2058-03-01,5364.025230484865
45-64,2073-12-01,9221.49470442089
45-64,2058-11-01,5488.46684632833
45-64,2058-12-01,5504.223678767148
45-64,2073-05-01,9038.286780006241
45-64,2059-01-01,5520.025747476032
45-64,2059-10-01,5664.301549885789
45-64,2072-10-01,8858.718736613506
45-64,2059-09-01,5648.086465686217
45-64,2072-11-01,8884.15122088711
45-64,2059-08-01,5631.917800088
45-64,2059-07-01,5615.795420209524
45-64,2072-12-01,8909.656719247236
45-64,2058-02-01,5348.669741375586
45-64,2059-06-01,5599.719193549573
45-64,2059-05-01,5583.688987986243
45-64,2073-02-01,8960.887597293042
45-64,2059-04-01,5567.704671775844
45-64,2059-03-01,5551.766113551835
45-64,2073-03-01,8986.6133980179
45-64,2059-02-01,5535.873182323731
45-64,2073-04-01,9012.413054911105
45-64,2073-01-01,8935.235441309937
45-64,2037-11-01,2665.0398017380667
45-64,2074-01-01,9247.968681755783
45-64,2074-02-01,9274.518663198298
45-64,2074-11-01,9516.924891594794
45-64,2056-12-01,5138.25170133926
45-64,2056-11-01,5123.542529653743
45-64,2074-12-01,9544.24701907562
45-64,2056-10-01,5108.8754656235615
45-64,2075-01-01,9571.647585617236
45-64,2056-09-01,5094.250388707964
45-64,2075-02-01,9599.126816410237
45-64,2056-08-01,5079.667178711267
45-64,2056-07-01,5065.125715781867
45-64,2075-03-01,9626.684937291722
45-64,2056-06-01,5050.625880411259
45-64,2075-04-01,9654.322174747147
45-64,2056-05-01,5036.167553433053
45-64,2075-05-01,9682.038755912183
45-64,2057-01-01,5153.003101566928
45-64,2074-10-01,9489.680978628801
45-64,2057-02-01,5167.796851570615
45-64,2074-09-01,9462.515056274498
45-64,2057-12-01,5318.090510886133
45-64,2057-11-01,5302.866518191624
45-64,2074-03-01,9301.144866948525
45-64,2057-10-01,5287.686106920387
45-64,2074-04-01,9327.847511832995
45-64,2057-09-01,5272.549152312743
45-64,2074-05-01,9354.626817306458
45-64,2058-01-01,5333.358210121771
45-64,2057-08-01,5257.4555299661615
45-64,2074-06-01,9381.483003453703
45-64,2057-06-01,5227.397786225652
45-64,2074-07-01,9408.416290991358
45-64,2057-05-01,5212.4334178032095
45-64,2074-08-01,9435.426901269704
45-64,2057-04-01,5197.511887582762
45-64,2057-03-01,5182.633072932236
45-64,2057-07-01,5242.405115834232
45-64,2089-03-01,15582.662177498663
45-64,2067-03-01,7310.615789432246
45-64,2092-02-01,17227.31821049554
45-64,2033-08-01,2302.5401554814453
45-64,2092-05-01,17376.118241224125
45-64,2027-05-01,1857.0774934652538
45-64,2033-09-01,2309.1505150644393
45-64,2097-02-01,20460.649921626577
45-64,2092-04-01,17326.375970643767
45-64,2027-04-01,1851.7612743945588
45-64,2033-10-01,2315.779852320293
45-64,2027-03-01,1846.4602739592237
45-64,2092-03-01,17276.776096279184
45-64,2097-01-01,20402.077623111887
45-64,2097-03-01,20519.390375278057
45-64,2033-12-01,2329.0956779389003
45-64,2027-02-01,1841.174448593161
45-64,2097-04-01,20578.299466822675
45-64,2034-01-01,2335.782275737302
45-64,2027-01-01,1835.9037548549998
45-64,2092-01-01,17178.00190682495
45-64,2034-02-01,2342.4880700807585
45-64,2097-05-01,20637.377680402748
45-64,2026-12-01,1830.6481494277275
45-64,2091-12-01,17128.826779963067
45-64,2033-11-01,2322.428221731983
45-64,2034-03-01,2349.2131160806052
45-64,2033-07-01,2295.948719244301
45-64,2027-06-01,1862.4089748624694
45-64,2027-12-01,1894.7208346576979
45-64,2032-12-01,2250.333988346764
45-64,2092-11-01,17677.58516066764
45-64,2027-11-01,1889.2968547374765
45-64,2096-09-01,20169.460373579772
45-64,2033-01-01,2256.794469311403
45-64,2092-10-01,17626.979886689754
45-64,2027-10-01,1883.8884019374711
45-64,2033-02-01,2263.2734976625684
45-64,2096-10-01,20227.364851530743
45-64,2092-06-01,17426.003316825383
45-64,2092-09-01,17576.519479430437
45-64,2033-03-01,2269.7711266479278
45-64,2033-04-01,2276.287409668019
45-64,2092-08-01,17526.20352418258
45-64,2096-11-01,20285.435567373297
45-64,2027-08-01,1873.117900028629
45-64,2033-05-01,2282.8224002766847
45-64,2027-07-01,1867.755762402799
45-64,2092-07-01,17476.031607426277
45-64,2096-12-01,20343.672998359587
45-64,2033-06-01,2289.3761521815186
45-64,2027-09-01,1878.4954318085008
45-64,2032-11-01,2243.8920016734132
45-64,2026-11-01,1825.4075891183352
45-64,2034-04-01,2355.957469006399
45-64,2026-04-01,1789.1413279174485
45-64,2035-01-01,2417.5346553881077
45-64,2091-04-01,16740.459875018132
45-64,2026-03-01,1784.0195883663996
45-64,2035-02-01,2424.4751525335846
45-64,2097-12-01,21055.70155330217
45-64,2091-03-01,16692.537291091
45-64,2026-02-01,1778.9125107180298
45-64,2035-03-01,2431.4355751434264
45-64,2098-01-01,21116.1503399208
45-64,2097-11-01,20995.42581223136
45-64,2035-04-01,2438.415980421623
45-64,2026-01-01,1773.820053
45-64,2035-05-01,2445.4164257363914
45-64,2098-02-01,21176.772668883506
45-64,2091-01-01,16597.103291618307
45-64,2025-12-01,1768.7421733601236
45-64,2035-06-01,2452.436968620647
45-64,2025-11-01,1763.6788300660241
45-64,2090-12-01,16549.591091751758
45-64,2035-07-01,2459.4776667724764
45-64,2098-03-01,21237.56903841279
45-64,2091-02-01,16644.75189419859
45-64,2097-06-01,20696.625501550523
45-64,2091-05-01,16788.520039830073
45-64,2026-05-01,1794.2777714640138
45-64,2091-11-01,17079.792425765838
45-64,2026-10-01,1820.1820308574602
45-64,2034-05-01,2362.721184286369
45-64,2091-10-01,17030.89844124614
45-64,2097-07-01,20756.04341719213
45-64,2034-06-01,2369.5043175078717
45-64,2026-09-01,1814.9714316990346
45-64,2091-09-01,16982.144424570473
45-64,2034-07-01,2376.3069244178514
45-64,2097-08-01,20815.63191565164
45-64,2034-12-01,2410.6140266667617
45-64,2026-08-01,1809.7757488199316
45-64,2091-08-01,16933.529975055633
45-64,2026-07-01,1804.5949395196126
45-64,2097-09-01,20875.391486655062
45-64,2034-09-01,2389.9707830916946
45-64,2091-07-01,16885.05469316549
45-64,2026-06-01,1799.4289612197774
45-64,2034-10-01,2396.8321471515032
45-64,2097-10-01,20935.32262133432
45-64,2091-06-01,16836.718180507618
45-64,2034-11-01,2403.7132094926023
45-64,2034-08-01,2383.1290609232956
45-64,2035-08-01,2466.5385780556107
45-64,2096-08-01,20111.721657634436
45-64,2032-10-01,2237.468456348109
45-64,2094-06-01,18667.170403066266
45-64,2095-06-01,19320.521367173584
45-64,2030-11-01,2094.6971940287185
45-64,2030-12-01,2100.7108575199086
45-64,2037-10-01,2657.410644921501
45-64,2094-05-01,18613.73226295531
45-64,2029-06-01,1995.0590540970484
45-64,2095-07-01,19375.988627218496
45-64,2031-01-01,2106.741785629913
45-64,2029-05-01,1989.3478379373164
45-64,2029-07-01,2000.786666579938
45-64,2094-04-01,18560.447099152865
45-64,2095-08-01,19431.615128149213
45-64,2029-04-01,1983.6529711633111
45-64,2094-03-01,18507.314473736667
45-64,2031-03-01,2118.855634108547
45-64,2029-03-01,1977.9744069719688
45-64,2031-04-01,2124.9386540344176
45-64,2094-02-01,18454.333950038083
45-64,2095-09-01,19487.401327130214
45-64,2031-05-01,2131.0391376944017
45-64,2029-02-01,1972.3120986942083
45-64,2031-02-01,2112.7900279237033
45-64,2094-01-01,18401.50509263855
45-64,2030-10-01,2088.7007457332584
45-64,2094-07-01,18720.761958665214
45-64,2095-01-01,19045.5577708809
45-64,2094-12-01,18991.036428723743
45-64,2030-03-01,2047.2035112159879
45-64,2030-01-01,2035.4993097873555
45-64,2030-04-01,2053.080825154027
45-64,2094-11-01,18936.67116373619
45-64,2095-02-01,19100.235638289418
45-64,2029-12-01,2029.6723261061923
45-64,2030-05-01,2058.9750122651226
45-64,2029-11-01,2023.862023216153
45-64,2029-08-01,2006.5307224581677
45-64,2094-10-01,18882.46152911923
45-64,2030-06-01,2064.886120990445
45-64,2029-10-01,2018.0683533654674
45-64,2094-09-01,18828.407079352866
45-64,2030-07-01,2070.8141999102354
45-64,2095-04-01,19210.06274762321
45-64,2030-08-01,2076.7592977442036
45-64,2094-08-01,18774.50737019248
45-64,2029-09-01,2012.291268939061
45-64,2030-09-01,2082.721463351928
45-64,2095-05-01,19265.212892158743
45-64,2095-03-01,19155.070480317452
45-64,2092-12-01,17728.335717261773
45-64,2031-06-01,2137.1571352251103
45-64,2029-01-01,1966.6659997945467
45-64,2032-03-01,2193.015581302346
45-64,2028-06-01,1927.5932889826556
45-64,2032-04-01,2199.311506925622
45-64,2093-05-01,17984.282379666965
45-64,2096-04-01,19882.414943790023
45-64,2028-05-01,1922.0752057365378
45-64,2032-05-01,2205.625507513705
45-64,2093-04-01,17932.799129616295
45-64,2032-06-01,2211.9576349579893
45-64,2096-05-01,19939.495343384297
45-64,2093-06-01,18035.91343291427
45-64,2028-04-01,1916.5729189983686
45-64,2032-07-01,2218.307941298842
45-64,2028-03-01,1911.0863835477962
45-64,2096-06-01,19996.73961502466
45-64,2032-08-01,2224.676478726034
45-64,2093-02-01,17830.274347862887
45-64,2028-02-01,1905.6155542939214
45-64,2032-09-01,2231.0632995791684
45-64,2096-07-01,20054.14822917114
45-64,2093-01-01,17779.23197356382
45-64,2028-01-01,1900.1603862749246
45-64,2093-03-01,17881.463259648954
45-64,2095-10-01,19543.347682638403
45-64,2096-03-01,19825.49794712856
45-64,2028-07-01,1933.1272140868966
45-64,2093-12-01,18348.827467365933
45-64,2031-07-01,2143.2926969070936
45-64,2095-11-01,19599.454654466954
45-64,2031-08-01,2149.4458731652508
45-64,2028-12-01,1961.036063870717
45-64,2093-11-01,18296.300641291004
45-64,2031-09-01,2155.6167145692452
45-64,2028-11-01,1955.422244653288
45-64,2095-12-01,19655.722703729072
45-64,2093-10-01,18243.924182723895
45-64,2032-02-01,2186.7376789010327
45-64,2031-10-01,2161.8052718339222
45-64,2093-09-01,18191.697661210503
45-64,2031-11-01,2168.0115958197234
45-64,2096-01-01,19712.152292861727
45-64,2028-09-01,1944.2427719217983
45-64,2031-12-01,2174.2357375331053
45-64,2093-08-01,18139.62064752897
